cve_id,vendor_project,product,vulnerability_name,date_added,short_description,required_action,due_date,pub_date,cvss,cwe,vector,complexity,severity,cloud_component,vulnerability_category
CVE-2022-20708,cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability,03-03-2022,"A vulnerability in Cisco Small Business RV160, RV260, RV340, and RV345 Series Routers could allow an attacker to do any of the following: Execute arbitrary code elevate privileges, execute arbitrary commands, bypass authentication and authorization protections, fetch and run unsigned software, or cause a denial of service (DoS).",Apply updates per vendor instructions.,17-03-2022,10-02-2022,9.8,CWE-787,NETWORK,LOW,CRITICAL,SaaS,Application
CVE-2022-20703,cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability,03-03-2022,"A vulnerability in Cisco Small Business RV160, RV260, RV340, and RV345 Series Routers could allow an attacker to do any of the following: Execute arbitrary code elevate privileges, execute arbitrary commands, bypass authentication and authorization protections, fetch and run unsigned software, or cause a denial of service (DoS).",Apply updates per vendor instructions.,17-03-2022,10-02-2022,8.4,CWE-787,LOCAL,LOW,HIGH,SaaS,Application
CVE-2022-20701,cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability,03-03-2022,"A vulnerability in Cisco Small Business RV160, RV260, RV340, and RV345 Series Routers could allow an attacker to do any of the following: Execute arbitrary code elevate privileges, execute arbitrary commands, bypass authentication and authorization protections, fetch and run unsigned software, or cause a denial of service (DoS).",Apply updates per vendor instructions.,17-03-2022,10-02-2022,7.8,CWE-787,LOCAL,LOW,HIGH,SaaS,Application
CVE-2022-20700,cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability,03-03-2022,"A vulnerability in Cisco Small Business RV160, RV260, RV340, and RV345 Series Routers could allow an attacker to do any of the following: Execute arbitrary code elevate privileges, execute arbitrary commands, bypass authentication and authorization protections, fetch and run unsigned software, or cause a denial of service (DoS).",Apply updates per vendor instructions.,17-03-2022,10-02-2022,9.8,CWE-787,NETWORK,LOW,CRITICAL,SaaS,Application
CVE-2022-20699,cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",Cisco Small Business RV Series Routers Stack-based Buffer Overflow Vulnerability,03-03-2022,"A vulnerability in Cisco Small Business RV160, RV260, RV340, and RV345 Series Routers could allow an attacker to do any of the following: Execute arbitrary code elevate privileges, execute arbitrary commands, bypass authentication and authorization protections, fetch and run unsigned software, or cause a denial of service (DoS).",Apply updates per vendor instructions.,17-03-2022,10-02-2022,9.8,CWE-787,NETWORK,LOW,CRITICAL,SaaS,Application
CVE-2021-41379,microsoft,Windows,Microsoft Windows Installer Privilege Escalation Vulnerability,03-03-2022,Microsoft Windows Installer contains an unspecified vulnerability which allows for privilege escalation.,Apply updates per vendor instructions.,17-03-2022,10-11-2021,7.8,CWE-269,LOCAL,LOW,HIGH,Management and Governance,Access Control
CVE-2020-1938,apache,Tomcat,Apache Tomcat Improper Privilege Management Vulnerability,03-03-2022,"Apache Tomcat treats Apache JServ Protocol (AJP) connections as having higher trust than, for example, a similar HTTP connection. If such connections are available to an attacker, they can be exploited.",Apply updates per vendor instructions.,17-03-2022,24-02-2020,9.8,CWE-269,NETWORK,LOW,CRITICAL,Management and Governance,Network
CVE-2020-11899,treck tcp/ip stack,IPv6,Treck TCP/IP stack Out-of-Bounds Read Vulnerability,03-03-2022,The Treck TCP/IP stack contains an IPv6 out-of-bounds read vulnerability.,Apply updates per vendor instructions.,17-03-2022,17-06-2020,5.4,CWE-125,ADJACENT_NETWORK,LOW,MEDIUM,Management and Governance,Network
CVE-2019-16928,exim,Exim Internet Mailer,Exim Out-of-bounds Write Vulnerability,03-03-2022,Exim contains an out-of-bounds write vulnerability which can allow for remote code execution.,Apply updates per vendor instructions.,17-03-2022,27-09-2019,9.8,CWE-787,NETWORK,LOW,CRITICAL,Management and Governance,Application
CVE-2019-1652,cisco,Small Business RV320 and RV325 Dual Gigabit WAN VPN Routers,Cisco Small Business Routers Improper Input Validation Vulnerability,03-03-2022,"A vulnerability in the web-based management interface of Cisco Small Business RV320 and RV325 Dual Gigabit WAN VPN Routers could allow an authenticated, remote attacker with administrative privileges on an affected device to execute arbitrary commands.",Apply updates per vendor instructions.,17-03-2022,24-01-2019,7.2,CWE-78,NETWORK,LOW,HIGH,Management and Governance,Access Control
CVE-2019-1297,microsoft,Excel,Microsoft Excel Remote Code Execution Vulnerability,03-03-2022,A remote code execution vulnerability exists in Microsoft Excel when the software fails to properly handle objects in memory.,Apply updates per vendor instructions.,17-03-2022,11-09-2019,8.8,NVD-CWE-noinfo,NETWORK,LOW,HIGH,Management and Governance,Network
CVE-2018-8581,microsoft,Exchange Server,Microsoft Exchange Server Privilege Escalation Vulnerability,03-03-2022,A privilege escalation vulnerability exists in Microsoft Exchange Server. An attacker who successfully exploited this vulnerability could attempt to impersonate any other user of the Exchange server.,Apply updates per vendor instructions.,17-03-2022,14-11-2018,7.4,NVD-CWE-noinfo,NETWORK,HIGH,HIGH,Management and Governance,Application
CVE-2018-8298,chakracore,ChakraCore scripting engine,ChakraCore Scripting Engine Type Confusion Vulnerability,03-03-2022,The ChakraCore scripting engine contains a type confusion vulnerability which can allow for remote code execution.,Apply updates per vendor instructions.,17-03-2022,11-07-2018,7.5,CWE-843,NETWORK,HIGH,HIGH,Management and Governance,Application
CVE-2018-0180,cisco,IOS Software,Cisco IOS Software Denial-of-Service Vulnerability,03-03-2022,"A vulnerability in the Login Enhancements (Login Block) feature of Cisco IOS Software could allow an unauthenticated, remote attacker to trigger a reload of an affected system, resulting in a denial of service (DoS) condition.",Apply updates per vendor instructions.,17-03-2022,28-03-2018,5.9,NVD-CWE-noinfo,NETWORK,HIGH,MEDIUM,Management and Governance,Application
CVE-2018-0179,cisco,IOS Software,Cisco IOS Software Denial-of-Service Vulnerability,03-03-2022,"A vulnerability in the Login Enhancements (Login Block) feature of Cisco IOS Software could allow an unauthenticated, remote attacker to trigger a reload of an affected system, resulting in a denial of service (DoS) condition.",Apply updates per vendor instructions.,17-03-2022,28-03-2018,5.9,NVD-CWE-noinfo,NETWORK,HIGH,MEDIUM,Management and Governance,Application
CVE-2018-0175,cisco,"IOS, XR, and XE Software","Cisco IOS, XR, and XE Software Buffer Overflow Vulnerability",03-03-2022,"Format string vulnerability in the Link Layer Discovery Protocol (LLDP) subsystem of Cisco IOS Software, Cisco IOS XE Software, and Cisco IOS XR Software could allow an unauthenticated, adjacent attacker to cause a denial of service (DoS) condition or execute arbitrary code with elevated privileges on an affected device.",Apply updates per vendor instructions.,17-03-2022,28-03-2018,8.0,CWE-134,ADJACENT_NETWORK,LOW,HIGH,SaaS,Application
CVE-2018-0174,cisco,IOS XE Software,Cisco IOS Software and Cisco IOS XE Software Improper Input Validation Vulnerability,03-03-2022,A vulnerability in the DHCP option 82 encapsulation functionality of Cisco IOS Software and Cisco IOS XE Software could allow for denial-of-service.,Apply updates per vendor instructions.,17-03-2022,28-03-2018,8.6,CWE-20,NETWORK,LOW,HIGH,Management and Governance,Application
CVE-2018-0173,cisco,IOS and IOS XE Software,Cisco IOS and IOS XE Software Improper Input Validation Vulnerability,03-03-2022,A vulnerability in the Cisco IOS Software and Cisco IOS XE Software function that restores encapsulated option 82 information in DHCP Version 4 (DHCPv4) packets can allow for denial-of-service.,Apply updates per vendor instructions.,17-03-2022,28-03-2018,8.6,CWE-20,NETWORK,LOW,HIGH,Management and Governance,Application
CVE-2018-0172,cisco,IOS and IOS XE Software,Cisco IOS and IOS XE Software Improper Input Validation Vulnerability,03-03-2022,A vulnerability in the DHCP option 82 encapsulation functionality of Cisco IOS Software and Cisco IOS XE Software could allow for denial-of-service.,Apply updates per vendor instructions.,17-03-2022,28-03-2018,8.6,CWE-787,NETWORK,LOW,HIGH,Management and Governance,Application
CVE-2018-0167,cisco,"IOS, XR, and XE Software","Cisco IOS, XR, and XE Software Buffer Overflow Vulnerability",03-03-2022,"There is a buffer overflow vulnerability in the Link Layer Discovery Protocol (LLDP) subsystem of Cisco IOS Software, Cisco IOS XE Software, and Cisco IOS XR Software which could allow an unauthenticated, adjacent attacker to cause a denial of service (DoS) condition or execute arbitrary code.",Apply updates per vendor instructions.,17-03-2022,28-03-2018,8.8,CWE-119,ADJACENT_NETWORK,LOW,HIGH,SaaS,Application
CVE-2018-0161,cisco,IOS Software,Cisco IOS Software Resource Management Errors Vulnerability,03-03-2022,"A vulnerability in the Simple Network Management Protocol (SNMP) subsystem of Cisco IOS Software running on certain models of Cisco Catalyst Switches could allow an authenticated, remote attacker to cause a denial-of-service (DoS) condition.",Apply updates per vendor instructions.,17-03-2022,28-03-2018,6.3,NVD-CWE-noinfo,NETWORK,HIGH,MEDIUM,Management and Governance,Network
CVE-2018-0159,cisco,IOS Software and Cisco IOS XE Software,Cisco IOS and XE Software Internet Key Exchange Version 1 Denial-of-Service Vulnerability,03-03-2022,"A vulnerability in the implementation of Internet Key Exchange Version 1 (IKEv1) functionality in Cisco IOS Software and Cisco IOS XE Software could allow an unauthenticated, remote attacker to cause an affected device to reload, resulting in a denial-of-service (DoS) condition.",Apply updates per vendor instructions.,17-03-2022,28-03-2018,7.5,CWE-20,NETWORK,LOW,HIGH,Management and Governance,Application
CVE-2018-0158,cisco,IOS Software and Cisco IOS XE Software,Cisco IOS and XE Software Internet Key Exchange Memory Leak Vulnerability,03-03-2022,"A vulnerability in the implementation of Internet Key Exchange Version 1 (IKEv1) functionality in Cisco IOS Software and Cisco IOS XE Software could allow an unauthenticated, remote attacker to cause an affected device to reload, resulting in a denial-of-service (DoS) condition.",Apply updates per vendor instructions.,17-03-2022,28-03-2018,8.6,CWE-772,NETWORK,LOW,HIGH,Management and Governance,Application
CVE-2018-0156,cisco,IOS Software and Cisco IOS XE Software,Cisco IOS Software and Cisco IOS XE Software Smart Install Denial-of-Service Vulnerability,03-03-2022,"A vulnerability in the Smart Install feature of Cisco IOS Software and Cisco IOS XE Software could allow an unauthenticated, remote attacker to trigger a reload of an affected device, resulting in a denial-of-service (DoS) condition.",Apply updates per vendor instructions.,17-03-2022,28-03-2018,7.5,CWE-20,NETWORK,LOW,HIGH,Management and Governance,Application
CVE-2018-0155,cisco,Catalyst 4500 Series Switches and Cisco Catalyst 4500-X Series Switches,Cisco Catalyst Bidirectional Forwarding Detection Denial-of-Service Vulnerability,03-03-2022,"A vulnerability in the Bidirectional Forwarding Detection (BFD) offload implementation of Cisco Catalyst 4500 Series Switches and Cisco Catalyst 4500-X Series Switches could allow an unauthenticated, remote attacker to cause a crash of the iosd process, causing a denial-of-service (DoS) condition.",Apply updates per vendor instructions.,17-03-2022,28-03-2018,8.6,CWE-755,NETWORK,LOW,HIGH,Management and Governance,Denial of Service (DoS)
CVE-2018-0154,cisco,IOS Software,Cisco IOS Software Integrated Services Module for VPN Denial-of-Service Vulnerability,03-03-2022,"A vulnerability in the crypto engine of the Cisco Integrated Services Module for VPN (ISM-VPN) running Cisco IOS Software could allow an unauthenticated, remote attacker to cause a denial-of-service (DoS) condition.",Apply updates per vendor instructions.,17-03-2022,28-03-2018,7.5,NVD-CWE-noinfo,NETWORK,LOW,HIGH,Management and Governance,Application
CVE-2018-0151,cisco,IOS and IOS XE Software,Cisco IOS Software and Cisco IOS XE Software Quality of Service Remote Code Execution Vulnerability,03-03-2022,"A vulnerability in the quality of service (QoS) subsystem of Cisco IOS Software and Cisco IOS XE Software could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition or execute arbitrary code with elevated privileges.",Apply updates per vendor instructions.,17-03-2022,28-03-2018,9.8,CWE-119,NETWORK,LOW,CRITICAL,Management and Governance,Network
CVE-2017-8540,microsoft,Malware Protection Engine,Microsoft Malware Protection Engine Improper Restriction of Operations Vulnerability,03-03-2022,"The Microsoft Malware Protection Engine running on Microsoft Forefront and Microsoft Defender on Microsoft Windows Server 2008 SP2 and R2 SP1, Windows 7 SP1, Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, 1607, and 1703, and Windows Server 2016, Microsoft Exchange Server 2013 and 2016, does not properly scan a specially crafted file leading to memory corruption. aka ""Microsoft Malware Protection Engine Remote Code Execution Vulnerability"".",Apply updates per vendor instructions.,24-03-2022,26-05-2017,7.8,CWE-119,LOCAL,LOW,HIGH,Management and Governance,Application
CVE-2017-6744,cisco,IOS software,Cisco IOS Software SNMP Remote Code Execution Vulnerability,03-03-2022,"The Simple Network Management Protocol (SNMP) subsystem of Cisco IOS 1 contains a vulnerability that could allow an authenticated, remote attacker to remotely execute code on an affected system or cause an affected system to reload. An attacker could exploit these vulnerabilities by sending a crafted SNMP packet to an affected system via IPv4 or IPv6.",Apply updates per vendor instructions.,24-03-2022,17-07-2017,8.8,CWE-119,NETWORK,LOW,HIGH,Management and Governance,Network
CVE-2017-6743,cisco,IOS and IOS XE Software,Cisco IOS and IOS XE Software SNMP Remote Code Execution Vulnerability,03-03-2022,"The Simple Network Management Protocol (SNMP) subsystem of Cisco IOS and IOS XE contains a vulnerability that could allow an authenticated, remote attacker to remotely execute code.",Apply updates per vendor instructions.,24-03-2022,17-07-2017,8.8,CWE-119,NETWORK,LOW,HIGH,Management and Governance,Network
CVE-2017-6740,cisco,IOS and IOS XE Software,Cisco IOS and IOS XE Software SNMP Remote Code Execution Vulnerability,03-03-2022,"The Simple Network Management Protocol (SNMP) subsystem of Cisco IOS and IOS XE contains a vulnerability that could allow an authenticated, remote attacker to remotely execute code on an affected system or cause an affected system to reload.",Apply updates per vendor instructions.,24-03-2022,17-07-2017,8.8,CWE-119,NETWORK,LOW,HIGH,Management and Governance,Network
